                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.7801,                 2.3765,                 1.5955,                0.60841,                0.26463,                0.30342,                 0.1631,                 1.6984,                 1.8318,                 1.5864,             0.00024016,             0.00024016,             0.00024016
                     22,                 1.7205,                 2.2442,                 1.5534,                0.60243,                 0.2729,                0.29861,                 0.1595,                    1.7,                 1.8902,                 1.5962,             0.00023254,             0.00023254,             0.00023254
                     23,                 1.7259,                 2.2672,                 1.5275,                0.55573,                0.31632,                0.31365,                0.16859,                 1.6365,                 1.8753,                 1.5396,             0.00022492,             0.00022492,             0.00022492
                     24,                 1.7213,                 2.2314,                 1.5466,                0.62067,                0.29357,                0.34056,                0.18116,                 1.6126,                 1.7433,                 1.5002,             0.00021729,             0.00021729,             0.00021729
                     25,                 1.7124,                 2.1536,                 1.5201,                0.60176,                 0.3201,                0.34978,                 0.1952,                 1.5943,                  1.647,                 1.4958,             0.00020967,             0.00020967,             0.00020967
                     26,                    1.7,                 2.1484,                 1.5293,                0.61287,                0.33761,                0.36941,                0.20695,                 1.5545,                 1.6692,                 1.4712,             0.00020205,             0.00020205,             0.00020205
                     27,                 1.6511,                 2.0524,                 1.4873,                0.59353,                0.35654,                  0.391,                0.22895,                 1.5339,                 1.5889,                 1.4386,             0.00019442,             0.00019442,             0.00019442
                     28,                 1.6405,                  2.045,                  1.474,                0.64628,                0.31121,                0.39596,                0.22856,                  1.537,                 1.5877,                 1.4648,              0.0001868,              0.0001868,              0.0001868
                     29,                 1.6528,                 2.0215,                 1.4914,                0.66176,                0.35104,                 0.4157,                0.23985,                 1.5665,                 1.6292,                 1.5072,             0.00017918,             0.00017918,             0.00017918
                     30,                 1.6331,                      2,                 1.4701,                0.66268,                0.37767,                0.43355,                0.25724,                 1.4486,                 1.4638,                 1.4038,             0.00017156,             0.00017156,             0.00017156
                     31,                 1.6458,                 1.9666,                 1.4556,                0.62962,                0.41583,                 0.4455,                0.26808,                 1.4638,                 1.4416,                 1.3879,             0.00016393,             0.00016393,             0.00016393
                     32,                 1.5915,                 1.9031,                 1.4461,                0.63614,                0.40373,                0.44442,                0.26843,                 1.4349,                 1.3978,                 1.3676,             0.00015631,             0.00015631,             0.00015631
                     33,                 1.6124,                 1.8792,                 1.4452,                0.65725,                 0.4141,                0.45418,                0.27265,                 1.4382,                 1.3917,                 1.3692,             0.00014869,             0.00014869,             0.00014869
                     34,                 1.5463,                 1.8645,                 1.4144,                0.68266,                0.38594,                0.44986,                0.27594,                 1.4138,                  1.423,                 1.3544,             0.00014106,             0.00014106,             0.00014106
                     35,                 1.5725,                 1.8412,                 1.4279,                0.73363,                0.38427,                0.47635,                0.29401,                 1.3943,                 1.3376,                 1.3492,             0.00013344,             0.00013344,             0.00013344
                     36,                 1.5476,                  1.803,                 1.4149,                0.70255,                0.42307,                 0.4811,                0.29811,                 1.3657,                 1.2791,                 1.3277,             0.00012582,             0.00012582,             0.00012582
                     37,                 1.5681,                 1.8162,                 1.4237,                0.69002,                0.41891,                 0.4859,                0.30412,                 1.3641,                 1.2613,                  1.326,              0.0001182,              0.0001182,              0.0001182
                     38,                 1.5308,                 1.7684,                 1.4027,                0.67798,                0.45234,                0.50602,                0.32079,                 1.3424,                 1.2505,                 1.3321,             0.00011057,             0.00011057,             0.00011057
                     39,                 1.4945,                 1.6777,                 1.3652,                0.71249,                 0.4556,                0.51237,                0.31898,                 1.3389,                 1.2323,                 1.3112,             0.00010295,             0.00010295,             0.00010295
                     40,                 1.4691,                 1.6625,                 1.3598,                0.69372,                0.46027,                0.52146,                0.33485,                  1.313,                 1.1873,                 1.2931,             9.5326e-05,             9.5326e-05,             9.5326e-05
                     41,                 1.5788,                 1.9322,                 1.4352,                0.67081,                0.43408,                0.49866,                0.29492,                 1.4577,                 1.3604,                 1.3999,             8.7703e-05,             8.7703e-05,             8.7703e-05
                     42,                 1.4851,                 1.7586,                 1.4042,                 0.6969,                 0.4612,                0.52137,                  0.328,                 1.3326,                 1.2414,                 1.3143,              8.008e-05,              8.008e-05,              8.008e-05
                     43,                 1.4275,                 1.6818,                  1.358,                0.70463,                0.47376,                  0.534,                0.33932,                 1.3075,                  1.205,                 1.2868,             7.2457e-05,             7.2457e-05,             7.2457e-05
                     44,                 1.4322,                 1.7076,                 1.3565,                 0.7097,                0.47397,                0.54058,                0.34139,                 1.2991,                 1.2135,                 1.2784,             6.4834e-05,             6.4834e-05,             6.4834e-05
                     45,                 1.4417,                 1.6597,                 1.3577,                0.70771,                0.47086,                0.53366,                0.34094,                 1.2897,                 1.1517,                 1.2674,             5.7211e-05,             5.7211e-05,             5.7211e-05
                     46,                 1.3997,                 1.6136,                 1.3311,                0.72409,                0.48038,                0.54552,                0.35225,                 1.2873,                 1.1472,                 1.2688,             4.9588e-05,             4.9588e-05,             4.9588e-05
                     47,                 1.4153,                 1.6141,                 1.3431,                0.73435,                0.48337,                0.55189,                0.36703,                 1.2571,                 1.1099,                 1.2577,             4.1965e-05,             4.1965e-05,             4.1965e-05
                     48,                 1.3753,                 1.5744,                 1.3314,                 0.7251,                0.49066,                0.54999,                0.36444,                 1.2405,                 1.0978,                 1.2436,             3.4342e-05,             3.4342e-05,             3.4342e-05
                     49,                 1.3905,                 1.5866,                 1.3258,                0.72813,                0.50227,                 0.5538,                0.36683,                 1.2314,                 1.0805,                 1.2399,             2.6719e-05,             2.6719e-05,             2.6719e-05
                     50,                 1.3747,                 1.6045,                 1.3412,                0.74297,                0.50598,                0.55578,                0.36745,                 1.2248,                 1.0717,                 1.2347,             1.9096e-05,             1.9096e-05,             1.9096e-05
