,Car_Name,Car_Brand,Engine Capacity,Category,model Year,Milage,Fuel Type,Transmission,City Registered,Price
1147,Corolla,Toyota,1300 cc,Sedan,2015,"120,000 km",Petrol,Manual,Multan,PKR 35.3 lacs
1148,Corolla,Toyota,1600 cc,Sedan,1999,"123,456 km",Petrol,Automatic,Sindh,PKR 11 lacs
1149,Corolla,Toyota,1500 cc,Sedan,2007,"98,000 km",Petrol,Automatic,Islamabad,PKR 30 lacs
1150,Corolla,Toyota,1600 cc,Sedan,2018,"63,000 km",Petrol,Automatic,Sindh,PKR 42.5 lacs
1151,Corolla,Toyota,1300 cc,Sedan,2015,"130,000 km",Petrol,Manual,Islamabad,PKR 35 lacs
1152,Corolla,Toyota,1300 cc,Sedan,2010,"150,000 km",Petrol,Manual,Sindh,PKR 18 lacs
1153,Corolla,Toyota,1300 cc,Sedan,2019,"134,000 km",Petrol,Automatic,Lahore,PKR 35 lacs
1154,Corolla,Toyota,1300 cc,Sedan,2010,"12,345 km",Petrol,Manual,Sindh,PKR 20.5 lacs
1155,Corolla,Toyota,1300 cc,Sedan,2015,"150,000 km",Petrol,Automatic,Lahore,PKR 34.5 lacs
1156,Corolla,Toyota,1600 cc,Sedan,2012,"59,000 km",Petrol,Automatic,Islamabad,PKR 46 lacs
1157,Corolla,Toyota,1300 cc,Sedan,2018,"58,000 km",Petrol,Automatic,Karachi,PKR 37.25 lacs
1158,Corolla,Toyota,1500 cc,Station Wagon,2015,"126,000 km",Petrol,Automatic,Islamabad,PKR 46.5 lacs
1159,Corolla,Toyota,1300 cc,Sedan,2015,"111,111 km",Petrol,Manual,Lahore,PKR 33.85 lacs
1160,Corolla,Toyota,1600 cc,Sedan,1986,"999,999 km",Petrol,Manual,Lahore,PKR 5.2 lacs
1161,Corolla,Toyota,1800 cc,Sedan,2016,"34,000 km",Petrol,Automatic,Sindh,PKR 60 lacs
1162,Corolla,Toyota,1300 cc,Sedan,2017,"135,000 km",Petrol,Automatic,Karachi,PKR 36 lacs
1163,Corolla,Toyota,1300 cc,Sedan,2017,"220,000 km",Petrol,Automatic,Islamabad,PKR 39 lacs
1164,Corolla,Toyota,1300 cc,Sedan,2017,"180,200 km",Petrol,Manual,Sindh,PKR 18.5 lacs
1165,Corolla,Toyota,1300 cc,Sedan,1982,"100,000 km",Petrol,Manual,Karachi,PKR 7.15 lacs
1166,Corolla,Toyota,1300 cc,Sedan,2010,"170,000 km",Petrol,Manual,Lahore,PKR 22 lacs
1167,Corolla,Toyota,1500 cc,Station Wagon,2015,"33,311 km",Petrol,Automatic,Lahore,PKR 52 lacs
1168,Corolla,Toyota,1800 cc,N/A,2020,"115,000 km",Hybrid,Automatic,Un-Registered,PKR 88 lacs
1169,Corolla,Toyota,1300 cc,Sedan,2014,"140,000 km",Petrol,Manual,Sindh,PKR 24.25 lacs
1170,Corolla,Toyota,1800 cc,Sedan,2016,"70,500 km",Petrol,Automatic,Karachi,PKR 43.5 lacs
1171,Corolla,Toyota,1800 cc,Sedan,2021,"35,000 km",Petrol,Automatic,Karachi,PKR 60.5 lacs
1172,Corolla,Toyota,1600 cc,Sedan,2018,"114,000 km",Petrol,Automatic,Lahore,PKR 45 lacs
1173,Corolla,Toyota,1300 cc,Sedan,2018,"54,000 km",Petrol,Manual,Karachi,PKR 39.85 lacs
1174,Corolla,Toyota,1800 cc,Sedan,2020,"46,000 km",Petrol,Automatic,Islamabad,PKR 57.25 lacs
1175,Corolla,Toyota,1800 cc,Sedan,2024,20 km,Petrol,Automatic,Un-Registered,PKR 77.4 lacs
1176,Corolla,Toyota,1600 cc,Sedan,2024,20 km,Petrol,Automatic,Un-Registered,PKR 73.21 lacs
1177,Corolla,Toyota,1300 cc,Sedan,2018,"106,000 km",Petrol,Manual,Islamabad,PKR 41.5 lacs
1178,Corolla,Toyota,1800 cc,Sedan,2022,"20,000 km",Petrol,Automatic,Islamabad,PKR 69.5 lacs
1179,Corolla,Toyota,1300 cc,Sedan,2001,"123,456 km",Petrol,Manual,Rawalpindi,PKR 12 lacs
1180,Corolla,Toyota,1300 cc,Sedan,2008,"119,000 km",Petrol,Manual,Rawalpindi,PKR 28.5 lacs
1181,Corolla,Toyota,1300 cc,Sedan,2014,"111,111 km",Petrol,Manual,Lahore,PKR 26.3 lacs
1182,Corolla,Toyota,1300 cc,Sedan,2018,"90,000 km",Petrol,Automatic,Islamabad,PKR 40 lacs
1183,Corolla,Toyota,1600 cc,Sedan,1986,"77,000 km",Petrol,Manual,Multan,PKR 6 lacs
1184,Corolla,Toyota,1500 cc,Station Wagon,2001,"123,456 km",Petrol,Automatic,Peshawar,PKR 23 lacs
1185,Corolla,Toyota,1300 cc,Sedan,2013,"70,000 km",Petrol,Manual,Punjab,PKR 25 lacs
1186,Corolla,Toyota,1800 cc,Sedan,2016,"93,127 km",Petrol,Automatic,Lahore,PKR 45.75 lacs
1187,Corolla,Toyota,1800 cc,Sedan,2021,"22,500 km",Petrol,Automatic,Islamabad,PKR 64 lacs
1188,Corolla,Toyota,1300 cc,Sedan,2013,"91,000 km",Petrol,Manual,Lahore,PKR 29.85 lacs
1189,Corolla,Toyota,1500 cc,Sedan,2014,"121,900 km",Petrol,Automatic,Karachi,PKR 41 lacs
1190,Corolla,Toyota,1300 cc,Sedan,2012,"200,000 km",Petrol,Manual,Lahore,PKR 28.5 lacs
1191,Corolla,Toyota,1300 cc,Sedan,2011,"94,689 km",Petrol,Manual,Lahore,PKR 25.5 lacs
1192,Corolla,Toyota,1300 cc,Sedan,2012,"135,000 km",Petrol,Manual,Islamabad,PKR 26.8 lacs
1193,Corolla,Toyota,1600 cc,Sedan,2020,"62,133 km",Petrol,Automatic,Lahore,PKR 50.25 lacs
1194,Corolla,Toyota,1300 cc,Sedan,2013,"159,000 km",Petrol,Manual,Lahore,PKR 29.5 lacs
1195,Corolla,Toyota,1300 cc,Sedan,2015,"105,000 km",Petrol,Automatic,Karachi,PKR 28.9 lacs
1196,Corolla,Toyota,1500 cc,Sedan,1996,"100,000 km",Petrol,Manual,Peshawar,PKR 11.5 lacs
1197,Corolla,Toyota,1600 cc,Sedan,2019,"94,000 km",Petrol,Automatic,Islamabad,PKR 50.4 lacs
1198,Corolla,Toyota,1600 cc,Sedan,2012,"104,400 km",Petrol,Automatic,Islamabad,PKR 32 lacs
1199,Corolla,Toyota,1800 cc,Sedan,2022,"22,000 km",Petrol,Automatic,Punjab,PKR 66 lacs
1200,Corolla,Toyota,1600 cc,Sedan,2020,"27,500 km",Petrol,Automatic,Islamabad,PKR 53 lacs
1201,Corolla,Toyota,1800 cc,Sedan,2021,"45,000 km",Petrol,Automatic,Islamabad,PKR 65 lacs
1202,Corolla,Toyota,1600 cc,Sedan,2021,"26,400 km",Petrol,Automatic,Islamabad,PKR 58 lacs
1203,Premio,Toyota,1500 cc,Sedan,2005,"106,000 km",Petrol,Automatic,Islamabad,PKR 32 lacs
1204,Corolla,Toyota,1800 cc,Sedan,2018,"83,000 km",Petrol,Automatic,Lahore,PKR 51.85 lacs
1205,Corolla,Toyota,1300 cc,Sedan,2011,"425,000 km",Petrol,Manual,Lahore,PKR 24.95 lacs
1206,Corolla,Toyota,1300 cc,Sedan,2015,"133,000 km",Petrol,Manual,Lahore,PKR 34.85 lacs
1207,Corolla,Toyota,1300 cc,Sedan,2009,"140,000 km",Petrol,Manual,Lahore,PKR 26.75 lacs
1208,Corolla,Toyota,1600 cc,Sedan,2023,3 km,Petrol,Automatic,Un-Registered,PKR 64 lacs
1209,Corolla,Toyota,1800 cc,Sedan,2022,"24,000 km",Petrol,Automatic,Karachi,PKR 51.75 lacs
1210,Corolla,Toyota,1800 cc,Sedan,2023,"2,600 km",Petrol,Automatic,Punjab,PKR 75.5 lacs
1211,Corolla,Toyota,1300 cc,Sedan,2016,"102,125 km",Petrol,Manual,Islamabad,PKR 35 lacs
1212,Corolla,Toyota,1600 cc,Sedan,2022,"11,400 km",Petrol,Automatic,Karachi,PKR 62.5 lacs
1213,Corolla,Toyota,1600 cc,Sedan,2022,"34,000 km",Petrol,Automatic,Punjab,PKR 59.35 lacs
1214,Corolla,Toyota,1800 cc,Sedan,2022,"21,000 km",Petrol,Automatic,Islamabad,PKR 69 lacs
1215,Corolla,Toyota,1600 cc,Sedan,2011,"248,357 km",Petrol,Automatic,Islamabad,PKR 25 lacs
1216,Corolla,Toyota,1800 cc,Sedan,2018,"99,000 km",Petrol,Automatic,Sindh,PKR 46.75 lacs
1217,Corolla,Toyota,1600 cc,Sedan,2019,"83,000 km",Petrol,Automatic,Lahore,PKR 44.9 lacs
1218,Corolla,Toyota,1300 cc,Sedan,2018,"68,000 km",Petrol,Automatic,Lahore,PKR 43.8 lacs
1219,Corolla,Toyota,1300 cc,Sedan,2013,"89,280 km",Petrol,Manual,Karachi,PKR 28.3 lacs
1220,Corolla,Toyota,1600 cc,Sedan,2021,"70,000 km",Petrol,Automatic,Punjab,PKR 53 lacs
1221,Corolla,Toyota,1300 cc,Sedan,2014,"101,064 km",Petrol,Manual,Karachi,PKR 24 lacs
1222,Corolla,Toyota,1598 cc,Sedan,2021,"13,000 km",Petrol,Automatic,Punjab,PKR 55.6 lacs
1223,Corolla,Toyota,1300 cc,Sedan,2013,"200,000 km",Petrol,Manual,Sindh,PKR 23.95 lacs
1224,Corolla,Toyota,1300 cc,Sedan,2017,"91,000 km",Petrol,Manual,Islamabad,PKR 36 lacs
1225,Corolla,Toyota,1300 cc,Sedan,2016,"258,320 km",Petrol,Manual,Lahore,PKR 30.25 lacs
1226,Corolla,Toyota,1800 cc,Sedan,2020,"61,288 km",Petrol,Automatic,Karachi,PKR 55.5 lacs
1227,Corolla,Toyota,1300 cc,Sedan,2010,"100,000 km",Petrol,Manual,Sialkot,PKR 18 lacs
1228,Corolla,Toyota,1300 cc,Sedan,2011,"75,000 km",Petrol,Manual,Islamabad,PKR 30.85 lacs
1229,Corolla,Toyota,1300 cc,Sedan,1999,"316,000 km",Petrol,Manual,Lahore,PKR 12 lacs
1230,Corolla,Toyota,1300 cc,Sedan,2011,"110,000 km",Petrol,Manual,Lahore,PKR 25.3 lacs
1231,Corolla,Toyota,1600 cc,Sedan,2018,"52,000 km",Petrol,Automatic,Lahore,PKR 48 lacs
1232,Corolla,Toyota,1600 cc,Sedan,2013,"103,500 km",Petrol,Automatic,Lahore,PKR 29.85 lacs
1233,Corolla,Toyota,1300 cc,Sedan,1986,12 km,Petrol,Manual,Sindh,PKR 5.1 lacs
1234,Corolla,Toyota,1300 cc,Sedan,2017,"203,000 km",Petrol,Manual,Islamabad,PKR 39.5 lacs
1235,Corolla,Toyota,1600 cc,Sedan,2017,"66,000 km",Petrol,Automatic,Sindh,PKR 35 lacs
1236,Corolla,Toyota,1300 cc,Sedan,2016,"97,000 km",Petrol,Automatic,Islamabad,PKR 38.75 lacs
1237,Corolla,Toyota,1300 cc,N/A,1973,"100,000 km",Petrol,Manual,Sialkot,PKR 2.95 lacs
1238,Corolla,Toyota,1598 cc,Sedan,2022,"3,100 km",Petrol,Automatic,Islamabad,PKR 69 lacs
1239,Corolla,Toyota,1800 cc,Sedan,2015,"21,500 km",Petrol,Automatic,Islamabad,PKR 50.75 lacs
1240,Corolla,Toyota,1500 cc,Sedan,2001,"10,000 km",Petrol,Automatic,Punjab,PKR 13 lacs
1241,Corolla,Toyota,1600 cc,Sedan,2020,"38,191 km",Petrol,Automatic,Karachi,PKR 53 lacs
1242,Corolla,Toyota,1500 cc,Station Wagon,2020,"122,000 km",Hybrid,Automatic,Un-Registered,PKR 69.75 lacs
1243,Corolla,Toyota,1800 cc,Sedan,2018,"188,480 km",Petrol,Manual,Lahore,PKR 43 lacs
1244,Corolla,Toyota,1800 cc,Sedan,2021,"46,000 km",Petrol,Automatic,Islamabad,PKR 62.5 lacs
1245,Corolla,Toyota,1800 cc,Sedan,2022,"20,000 km",Petrol,Automatic,Punjab,PKR 69 lacs
1246,Corolla,Toyota,1800 cc,Sedan,2019,"69,683 km",Petrol,Automatic,Islamabad,PKR 53 lacs
1247,Corolla,Toyota,1300 cc,Sedan,2014,"118,516 km",Petrol,Manual,Islamabad,PKR 29 lacs
1248,Corolla,Toyota,1300 cc,Sedan,2016,"94,877 km",Petrol,Automatic,Lahore,PKR 35 lacs
1249,Corolla,Toyota,1598 cc,Sedan,2022,"9,919 km",Petrol,Automatic,Punjab,PKR 62.5 lacs
1250,Corolla,Toyota,1300 cc,Sedan,2016,"84,812 km",Petrol,Automatic,Islamabad,PKR 36 lacs
1251,Corolla,Toyota,1500 cc,Sedan,2015,"93,140 km",Petrol,Automatic,Lahore,PKR 49.5 lacs
1252,Corolla,Toyota,1598 cc,Sedan,2022,"11,154 km",Petrol,Automatic,Islamabad,PKR 60 lacs
1253,Corolla,Toyota,1800 cc,Sedan,2015,"21,500 km",Petrol,Automatic,Islamabad,PKR 50.75 lacs
1254,Corolla,Toyota,1500 cc,Sedan,2001,"10,000 km",Petrol,Automatic,Punjab,PKR 13 lacs
1255,Corolla,Toyota,1500 cc,Sedan,1994,"125,685 km",Petrol,Automatic,Islamabad,PKR 24.5 lacs
1256,Corolla,Toyota,1800 cc,Sedan,2022,"22,500 km",Petrol,Automatic,Punjab,PKR 66 lacs
1257,Corolla,Toyota,1800 cc,Sedan,2023,"23,000 km",Petrol,Automatic,Islamabad,PKR 72.5 lacs
1258,Corolla,Toyota,1300 cc,Sedan,2017,"110,300 km",Petrol,Automatic,Lahore,PKR 33 lacs
1259,Corolla,Toyota,1300 cc,Sedan,2016,"89,000 km",Petrol,Automatic,Islamabad,PKR 38 lacs
1260,Corolla,Toyota,1600 cc,Sedan,2018,"112,000 km",Petrol,Automatic,Sindh,PKR 45 lacs
1261,Corolla,Toyota,1600 cc,N/A,1997,"100,000 km",Petrol,Manual,Karachi,PKR 14 lacs
1262,Corolla,Toyota,1300 cc,Sedan,2010,"260,709 km",Petrol,Manual,Islamabad,PKR 23 lacs
1263,Corolla,Toyota,1300 cc,Sedan,2017,"120,000 km",Petrol,Automatic,Islamabad,PKR 39.25 lacs
1264,Corolla,Toyota,1598 cc,Sedan,2022,"20,778 km",Petrol,Automatic,Punjab,PKR 68 lacs
1265,Corolla,Toyota,1600 cc,Sedan,2013,"160,000 km",Petrol,Automatic,Islamabad,PKR 34.35 lacs
1266,Corolla,Toyota,1800 cc,Sedan,2018,"90,000 km",Petrol,Automatic,Lahore,PKR 53.5 lacs
1267,Corolla,Toyota,1600 cc,Sedan,2018,"75,000 km",Petrol,Automatic,Lahore,PKR 46 lacs
1268,Corolla,Toyota,1800 cc,Sedan,2022,"23,000 km",Petrol,Automatic,Punjab,PKR 66 lacs
1269,Corolla,Toyota,1300 cc,Sedan,2015,"145,000 km",Petrol,Automatic,Islamabad,PKR 37.2 lacs
1270,Corolla,Toyota,1800 cc,Sedan,2015,"128,823 km",Petrol,Automatic,Islamabad,PKR 43 lacs
1271,Corolla,Toyota,1800 cc,Sedan,2016,"154,689 km",Petrol,Automatic,Lahore,PKR 45 lacs
1272,Corolla,Toyota,1800 cc,Sedan,2014,"98,177 km",Petrol,Automatic,Karachi,PKR 36 lacs
1273,Corolla,Toyota,1800 cc,Sedan,2014,"60,000 km",Petrol,Automatic,Karachi,PKR 38 lacs
1274,Corolla,Toyota,1800 cc,Sedan,2022,"11,278 km",Petrol,Automatic,Sindh,PKR 67.5 lacs
1275,Corolla,Toyota,1800 cc,Sedan,2018,"86,904 km",Petrol,Automatic,Karachi,PKR 48.1 lacs
1276,Corolla,Toyota,1800 cc,Sedan,2022,"11,742 km",Petrol,Automatic,Sindh,PKR 73 lacs
1277,Corolla,Toyota,1800 cc,Sedan,2017,"118,306 km",Petrol,Automatic,Lahore,PKR 50 lacs
1278,Civic,Honda,1800 cc,Sedan,2020,"33,000 km",Petrol,Automatic,Sindh,PKR 59.5 lacs
1279,Civic,Honda,1800 cc,Sedan,2018,"78,000 km",Petrol,Automatic,Lahore,PKR 49.75 lacs
1280,Civic,Honda,1800 cc,Sedan,2013,"150,000 km",Petrol,Manual,Islamabad,PKR 31.5 lacs
1281,Civic,Honda,1800 cc,Sedan,2017,"135,000 km",Petrol,Automatic,Lahore,PKR 48.3 lacs
1282,Civic,Honda,1800 cc,Sedan,2017,"78,000 km",Petrol,Automatic,Punjab,PKR 50 lacs
1283,Civic,Honda,1500 cc,Sedan,2022,"18,000 km",Petrol,Automatic,Punjab,PKR 80 lacs
1284,Civic,Honda,1800 cc,Sedan,2020,"70,000 km",Petrol,Automatic,Islamabad,PKR 58.9 lacs
1285,Civic,Honda,1800 cc,Sedan,2019,"48,000 km",Petrol,Automatic,Islamabad,PKR 57 lacs
1286,Civic,Honda,1800 cc,Sedan,2021,"49,124 km",Petrol,Automatic,Punjab,PKR 64.5 lacs
1287,Corolla,Toyota,1300 cc,N/A,2006,"200,000 km",Petrol,Automatic,Sindh,PKR 34.8 lacs
1288,Civic,Honda,1800 cc,Sedan,2016,"48,000 km",Petrol,Automatic,Islamabad,PKR 49 lacs
1289,Civic,Honda,1500 cc,Sedan,2022,"28,000 km",Petrol,Automatic,Punjab,PKR 81 lacs
1290,Civic,Honda,1500 cc,Sedan,1999,9 km,Petrol,Manual,Sindh,PKR 10.8 lacs
1291,Civic,Honda,1800 cc,Sedan,2020,"98,000 km",Petrol,Automatic,Peshawar,PKR 70 lacs
1292,Civic,Honda,1800 cc,Sedan,2018,"60,000 km",Petrol,Automatic,Karachi,PKR 54.5 lacs
1293,Civic,Honda,1600 cc,Sedan,1996,"15,000 km",Petrol,Manual,Punjab,PKR 10.5 lacs
1294,Civic,Honda,1600 cc,Sedan,2003,"180,000 km",Petrol,Automatic,Islamabad,PKR 17.99 lacs
1295,Civic,Honda,1800 cc,Sedan,2008,"168,000 km",Petrol,Manual,Punjab,PKR 17.2 lacs
1296,Civic,Honda,1600 cc,Sedan,2005,"155,000 km",Petrol,Manual,Sindh,PKR 15.5 lacs
1297,Civic,Honda,1500 cc,Sedan,2002,"100,000 km",Petrol,Automatic,Sindh,PKR 13.5 lacs
1298,Civic,Honda,1800 cc,Sedan,2022,"65,000 km",Petrol,Automatic,Islamabad,PKR 71.2 lacs
1299,Civic,Honda,1800 cc,Sedan,2018,"97,600 km",Petrol,Automatic,Punjab,PKR 54.5 lacs
1300,Civic,Honda,1500 cc,Sedan,2004,"356,000 km",Petrol,Manual,Lahore,PKR 11.55 lacs
1301,Civic,Honda,1600 cc,Sedan,2004,"170,000 km",Petrol,Automatic,Lahore,PKR 21 lacs
1302,Corolla,Toyota,1300 cc,Sedan,2006,"100,000 km",Petrol,Automatic,Peshawar,PKR 17 lacs
1303,Civic,Honda,1800 cc,Sedan,2018,"56,000 km",Petrol,Automatic,Lahore,PKR 56.5 lacs
1304,Civic,Honda,1800 cc,Sedan,2021,"42,000 km",Petrol,Automatic,Islamabad,PKR 65 lacs
1305,Civic,Honda,1800 cc,Sedan,2015,"76,500 km",Petrol,Automatic,Punjab,PKR 40 lacs
1306,Civic,Honda,1600 cc,Sedan,2002,"114,711 km",Petrol,Automatic,Karachi,PKR 11.5 lacs
1307,Civic,Honda,1500 cc,Sedan,2004,"120,000 km",Petrol,Automatic,Sindh,PKR 13.25 lacs
1308,Civic,Honda,1800 cc,Sedan,2011,"160,000 km",Petrol,Automatic,Lahore,PKR 25 lacs
1309,Civic,Honda,1600 cc,Sedan,2005,"84,000 km",Petrol,Manual,Lahore,PKR 20.2 lacs
1310,Civic,Honda,1500 cc,Sedan,2022,"13,000 km",Petrol,Automatic,Islamabad,PKR 81.5 lacs
1311,Civic,Honda,1800 cc,Sedan,2012,"118,245 km",Petrol,Automatic,Lahore,PKR 26.75 lacs
1312,Civic,Honda,1800 cc,Sedan,2017,"98,000 km",Petrol,Automatic,Lahore,PKR 48 lacs
1313,Civic,Honda,1800 cc,Sedan,2015,"130,000 km",Petrol,Automatic,Islamabad,PKR 38 lacs
1314,Civic,Honda,1800 cc,Sedan,2013,"86,000 km",Petrol,Automatic,Sindh,PKR 34.95 lacs
1315,Grace,Honda,1500 cc,Sedan,2018,"99,000 km",Petrol,Automatic,Sindh,PKR 54.5 lacs
1316,Civic,Honda,1500 cc,Sedan,2022,"19,431 km",Petrol,Automatic,Punjab,PKR 1 crore
1317,Civic,Honda,1800 cc,Sedan,2018,"140,000 km",Petrol,Automatic,Lahore,PKR 51.5 lacs
1318,Civic,Honda,1800 cc,Sedan,2018,"63,800 km",Petrol,Automatic,Lahore,PKR 52 lacs
1319,Civic,Honda,1300 cc,Sedan,2007,"110,500 km",Petrol,Automatic,Islamabad,PKR 27.5 lacs
1320,Civic,Honda,1500 cc,Sedan,2002,"200,000 km",Petrol,Automatic,Sindh,PKR 17.25 lacs
1321,Civic,Honda,1500 cc,Sedan,2022,"42,000 km",Petrol,Automatic,Punjab,PKR 86.5 lacs
1322,Civic,Honda,1500 cc,Sedan,2023,"1,900 km",Petrol,Automatic,Punjab,PKR 1.03 crore
1323,Civic,Honda,1500 cc,Sedan,2022,"18,000 km",Petrol,Automatic,Punjab,PKR 80 lacs
1324,Civic,Honda,1800 cc,Sedan,2014,"100,000 km",Petrol,Automatic,Islamabad,PKR 39.5 lacs
1325,Civic,Honda,1800 cc,Sedan,2016,"61,000 km",Petrol,Automatic,Islamabad,PKR 49 lacs
1326,Civic,Honda,1800 cc,Sedan,2010,"102,000 km",Petrol,Automatic,Islamabad,PKR 25.5 lacs
1327,Civic,Honda,1800 cc,Sedan,2020,"70,000 km",Petrol,Automatic,Islamabad,PKR 58.9 lacs
1328,Civic,Honda,1800 cc,Sedan,2009,"149,143 km",Petrol,Automatic,Islamabad,PKR 24.55 lacs
1329,Civic,Honda,1800 cc,Sedan,2011,"250,000 km",Petrol,Manual,Lahore,PKR 22.7 lacs
1330,Civic,Honda,1800 cc,Sedan,2013,"83,000 km",Petrol,Automatic,Lahore,PKR 32 lacs
1331,Civic,Honda,1500 cc,Sedan,2021,"46,000 km",Petrol,Automatic,Punjab,PKR 64.9 lacs
1332,Civic,Honda,1800 cc,Sedan,2019,"48,000 km",Petrol,Automatic,Islamabad,PKR 57 lacs
1333,Civic,Honda,1600 cc,Sedan,2006,"175,000 km",Petrol,Manual,Karachi,PKR 18.7 lacs
1334,Civic,Honda,1800 cc,Sedan,2017,"77,000 km",Petrol,Automatic,Islamabad,PKR 55 lacs
1335,Civic,Honda,1800 cc,Sedan,2013,"119,500 km",Petrol,Automatic,Lahore,PKR 34.25 lacs
1336,Civic,Honda,1800 cc,Sedan,2021,"49,124 km",Petrol,Automatic,Punjab,PKR 64.5 lacs
1337,Civic,Honda,1800 cc,Sedan,2008,"152,000 km",Petrol,Manual,Punjab,PKR 20.5 lacs
1338,Civic,Honda,1800 cc,Sedan,2011,"155,000 km",Petrol,Automatic,Islamabad,PKR 27.7 lacs
1339,Civic,Honda,1800 cc,Sedan,2012,"119,000 km",Petrol,Automatic,Lahore,PKR 29.25 lacs
1340,Civic,Honda,1800 cc,Sedan,2011,"150,000 km",Petrol,Automatic,Lahore,PKR 21 lacs
1341,Civic,Honda,1800 cc,Sedan,2015,"120,000 km",Petrol,Automatic,Islamabad,PKR 38 lacs
1342,Civic,Honda,1500 cc,Sedan,2017,"65,000 km",Petrol,Automatic,Islamabad,PKR 58.25 lacs
1343,Civic,Honda,1800 cc,Sedan,2008,"147,000 km",Petrol,Manual,Islamabad,PKR 23 lacs
1344,Civic,Honda,1800 cc,Sedan,2018,"79,000 km",Petrol,Automatic,Lahore,PKR 51.5 lacs
1345,Corolla,Toyota,1300 cc,N/A,2006,"200,000 km",Petrol,Automatic,Sindh,PKR 34.8 lacs
1346,Civic,Honda,1800 cc,Sedan,2008,"100,000 km",Petrol,Manual,Lahore,PKR 18 lacs
1347,Civic,Honda,1800 cc,Sedan,2014,"139,000 km",Petrol,Automatic,Karachi,PKR 32.75 lacs
1348,Civic,Honda,1800 cc,Sedan,2019,"123,306 km",Petrol,Automatic,Islamabad,PKR 58.5 lacs
1349,Civic,Honda,1800 cc,Sedan,2016,"39,300 km",Petrol,Automatic,Karachi,PKR 44 lacs
1350,Civic,Honda,1500 cc,Sedan,2022,"27,000 km",Petrol,Automatic,Islamabad,PKR 89.5 lacs
1351,Civic,Honda,1800 cc,Sedan,2020,"55,000 km",Petrol,Automatic,Karachi,PKR 62.5 lacs
1352,Civic,Honda,1800 cc,Sedan,2021,"35,000 km",Petrol,Automatic,Karachi,PKR 63 lacs
1353,Civic,Honda,1800 cc,Sedan,2020,"30,000 km",Petrol,Automatic,Karachi,PKR 62.75 lacs
1354,Civic,Honda,1800 cc,Sedan,2014,"120,000 km",Petrol,Automatic,Lahore,PKR 33.5 lacs
1355,Passo,Toyota,1000 cc,Hatchback,2019,"62,000 km",Petrol,Automatic,Un-Registered,PKR 38.75 lacs
1356,Civic,Honda,1800 cc,Sedan,2017,"80,000 km",Petrol,Automatic,Lahore,PKR 47.95 lacs
1357,Civic,Honda,1800 cc,Sedan,2018,"24,100 km",Petrol,Automatic,Sindh,PKR 48.49 lacs
1358,Civic,Honda,1800 cc,Sedan,2019,"68,397 km",Petrol,Automatic,Islamabad,PKR 57.5 lacs
1359,Civic,Honda,1750 cc,N/A,1995,"131,453 km",Petrol,Manual,Lahore,PKR 11 lacs
1360,Civic,Honda,1800 cc,Sedan,2010,"215,000 km",Petrol,Automatic,Islamabad,PKR 22.5 lacs
1361,Civic,Honda,1500 cc,Sedan,2005,"132,000 km",Petrol,Automatic,Lahore,PKR 20 lacs
1362,Civic,Honda,1600 cc,Sedan,2005,"106,000 km",Petrol,Automatic,Lahore,PKR 21 lacs
1363,Civic,Honda,1800 cc,Sedan,2020,"60,500 km",Petrol,Automatic,Islamabad,PKR 56.5 lacs
1364,Civic,Honda,1500 cc,Sedan,2022,"65,000 km",Petrol,Automatic,Sindh,PKR 80 lacs
1365,Civic,Honda,1800 cc,Sedan,2017,"113,000 km",Petrol,Automatic,Islamabad,PKR 5.18 crore
1366,Civic,Honda,1800 cc,Sedan,2014,"166,000 km",Petrol,Manual,Islamabad,PKR 43.8 lacs
1367,Civic,Honda,1800 cc,Sedan,2008,"170,000 km",Petrol,Automatic,Lahore,PKR 19.2 lacs
1368,Civic,Honda,1800 cc,Sedan,2015,"75,000 km",Petrol,Automatic,Islamabad,PKR 45.5 lacs
1369,Civic,Honda,1800 cc,Sedan,2021,"45,000 km",Petrol,Automatic,Punjab,PKR 67.5 lacs
1370,Civic,Honda,1600 cc,Sedan,2006,"182,000 km",Petrol,Automatic,Lahore,PKR 18 lacs
1371,Civic,Honda,1800 cc,Sedan,2018,"80,000 km",Petrol,Automatic,Lahore,PKR 50 lacs
1372,Civic,Honda,1800 cc,Sedan,2016,"48,000 km",Petrol,Automatic,Islamabad,PKR 49 lacs
1373,Civic,Honda,1800 cc,Sedan,2015,"69,900 km",Petrol,Automatic,Islamabad,PKR 42.99 lacs
1374,Civic,Honda,1600 cc,Sedan,2002,"100,000 km",Petrol,Automatic,Karachi,PKR 12.3 lacs
1375,Civic,Honda,1500 cc,Sedan,2005,"223,000 km",Petrol,Manual,Karachi,PKR 12.8 lacs
1376,Civic,Honda,1600 cc,Sedan,1997,1 km,Petrol,Manual,Lahore,PKR 10 lacs
1377,Civic,Honda,1500 cc,Sedan,2022,"28,000 km",Petrol,Automatic,Punjab,PKR 81 lacs
1378,Civic,Honda,1500 cc,Sedan,2022,"13,000 km",Petrol,Automatic,Islamabad,PKR 81.5 lacs
1379,Civic,Honda,1800 cc,Sedan,2017,"91,000 km",Petrol,Automatic,Islamabad,PKR 45 lacs
1380,Civic,Honda,1800 cc,Sedan,2017,"80,000 km",Petrol,Automatic,Sindh,PKR 50.5 lacs
